#/log,DATA CREATED,データ作成日,20180306,,,,,,,,,,,,,,,
#/doc,DATA CREATER,データ作成者,西村尚之,,,,,,,,,,,,,,,
#,DATA TITLE,データ名,Temporal Change in Tree Girth at Breast Height at Tsushima-Mt. Tatera　(TT-EB1).,,,,,,,,,,,,,,,
#,SITE NAME,サイト名,対馬龍良山,,,,,,,,,,,,,,,
#,PLOT NAME,調査地名,-,,,,,,,,,,,,,,,
#,PLOT CODE,調査区コード,TT-EB1,,,,,,,,,,,,,,,
#,PLOT SIZE,面積,1ha,,,,,,,,,,,,,,,
#,PRAMETER DEFINITIONS,mesh_xcord,10ｍ方形区ｘ座標,,,,,,,,,,,,,,,
#,,mesh_ｙcord,10ｍ方形区ｙ座標,,,,,,,,,,,,,,,
#,,tag_no,幹タグ番号,,,,,,,,,,,,,,,
#,,indv_no,個体タグ番号,,,,,,,,,,,,,,,
#,,stem_xcord,幹のx座標（10m方形区内での座標）,,,,,,,,,,,,,,,
#,,stem_ycord,幹のｙ座標（10m方形区内での座標）,,,,,,,,,,,,,,,
#,,spc_japan,種名,,,,,,,,,,,,,,,
#,,gbh,胸高周囲長〔cm〕,,,,,,,,,,,,,,,
#,,note,備考,,,,,,,,,,,,,,,
#,,s_data,調査日,,,,,,,,,,,,,,,
#,20080702,データ成形（石原正恵）,,,,,,,,,,,,,,,,
#,20080715,シイノキ＞スダジイへ,,,,,,,,,,,,,,,,
#,20101116,tag重複多数->セルx座標-セルy座標-tagNoにした,,,,,,,,,,,,,,,,
#,,"セル(50,90)内でW150重複-> -1 -2をつけた",,,,,,,,,,,,,,,,
#,20130108,データ成形（佐伯）,,,,,,,,,,,,,,,,
#,20180202,データ成形（日野）,,,,,,,,,,,,,,,,
#,,new_tag_naに値のある幹は、tag_noにその内容を移動させ、tag_noに入っていたタグ番号はold_tag_noに移動,,,,,,,,,,,,,,,,
#,,スダシイ→スダジイに修正,,,,,,,,,,,,,,,,
#,,new_tag_naにnWC368が二つあったので、この2個体についてはタグ番号の更新をせず、サイトに問い合わせして修正,,,,,,,,,,,,,,,,
#/data,,,,,,,,,,,,,,,,,,
"tag_no","indv_no","mesh_xcord","mesh_ycord","stem_xcord","stem_ycord","spc_japan","gbh07","gbh12","gbh17","note07","note12","note17","s_date07","s_date12","s_date17","memo_20180201","old_tag_no","new_tag_na","dl07","dl12","dl17","rec07","rec12","rec17","error07","error12","error17"
"nWC462","nWB633",60,30,7.2,1,"サカキ",16,18.7,23,"","Gap直下","","20071123","20121112","20171010","","nWB633","nWC462",0,0,0,0,0,0,0,0,0
"nWC463","nWB638",60,30,6.1,3.9,"ヤブツバキ",48.2,54,61,"","Gap直下","","20071123","20121112","20171010","","nWB638","nWC463",0,0,0,0,0,0,0,0,0
"nWB639","nWB639",60,30,5.9,0.6,"イヌマキ",60.8,65.5,70.3,"","斜め、Gap横","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB640","nWB640",60,30,8.4,8.9,"サカキ",37.4,43.8,48.3,"","倒木横、Gap直下","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC422","nWC422",60,30,1.5,4,"ヤブツバキ",75.9,80.4,88.8,"","Gap横","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC423","nWC423",60,30,1.5,6.3,"イスノキ",12.3,16.6,19.6,"","稚樹データのダイモ黄1669、Gap横","",NA,"20121112","20171010","","","",0,0,0,-1,1,0,0,0,0
"nWC467","nWC424",60,30,4.5,6.2,"イスノキ",12.2,18,30.9,"","稚樹データ，ダイモ落ち、No.不明、Gap直下","成長良い",NA,"20121112","20171010","","nWC424","nWC467",0,0,0,-1,1,0,0,0,0
"nWC425","nWC425",60,30,3.3,9.1,"ヤブツバキ",32.4,39.1,46.5,"","Gap横","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB397","nWB397",60,40,1.5,5,"ヤブツバキ",18,NA,NA,"","立ち枯れ","","20071123","20121112",NA,"","","",0,1,2,0,0,0,0,0,0
"nWB641","nWB641",60,40,9,1.6,"スダジイ",492.8,NA,NA,"G97は492.4のミス","根元折れ、Gapmaker、","","20071123","20121112",NA,"","","",0,1,2,0,0,0,0,0,0
"nWB396","nWB396",60,40,1.3,0.2,"ヤブツバキ",25.1,27.5,29.7,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB398","nWB398",60,40,3.9,6.7,"ヤブツバキ",34.6,36.2,38,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB399","nWB399",60,40,3.2,9,"ヤブツバキ",37.9,39,40.3,"","Gap横","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB400","nWB400",60,40,4.6,9.5,"ヤブツバキ",42.9,44.7,45.5,"","Gap横","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB401","nWB401",60,40,2.2,9.5,"ヤブツバキ",19.5,19.6,19.3,"","Gap下","縮む","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB402","nWB402",60,40,1.7,9.5,"ヤブツバキ",44.8,45,45.5,"","Gap下","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC401","nWB642",60,40,5.6,3.6,"ヤブツバキ",19.8,23.3,30.3,"Gap下","","枝込み測定","20071123","20121112","20171010","","nWB642","nWC401",0,0,0,0,0,0,0,0,0
"nWB643","nWB643",60,40,5.1,3.4,"サカキ",56.9,60.3,62.9,"Gap下","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC403","nWB648",60,40,5.6,7,"イスノキ",24.5,26.8,28.5,"","Gap横","","20071123","20121112","20171010","","nWB648","nWC403",0,0,0,0,0,0,0,0,0
"nWC404","nWB649",60,40,5.5,6.6,"ヤブツバキ",65,70.8,78,"Gap下","","","20071123","20121112","20171010","","nWB649","nWC404",0,0,0,0,0,0,0,0,0
"nWC426","nWC426",60,40,3.1,3.1,"イヌマキ",15.39,16.3,17.6,"低木データより移行, 番号付替必要","Gap横","","20071222","20121112","20171010","","","",0,0,0,-1,1,0,0,0,0
"nWC427","nWC427",60,40,5.3,2.3,"モチノキ",14.2,19.9,NA,"","稚樹データ，ダイモ黄1699、Gap下","立枯",NA,"20121112","20171010","","","",0,0,1,-1,1,0,0,0,0
"nWC428","nWC428",60,40,6.6,3.1,"ヤブツバキ",14.8,20.6,28.8,"","稚樹データ，ダイモ黄1700、Gap下","",NA,"20121112","20171010","","","",0,0,0,-1,1,0,0,0,0
"nWC402","nWC429",60,40,8.7,6.5,"シキミ",15.49,17.4,19.5,"低木データより移行, 番号付替必要","Gap下","","20071222","20121112","20171010","","nWC429","nWC402",0,0,0,-1,1,0,0,0,0
"nWB411","nWB411",60,50,1.5,5.1,"イスノキ",21.6,21.6,NA,"","","立枯","20071123","20121112","20171010","","","",0,0,1,0,0,0,0,0,0
"nWB412","nWB412",60,50,0.3,6.2,"イスノキ",65.7,68.3,72.3,"","Gap近く","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB413","nWB413",60,50,3.3,6.2,"ヤブツバキ",74.4,77.3,82,"","Gap横","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB414","nWB414",60,50,4.5,6.9,"ヤブツバキ",32.4,32.5,32.6,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB415","nWB415",60,50,3,8.4,"クロキ",38,38,NA,"","葉少ない","幹折れ枯死","20071123","20121112","20171010","","","",0,0,1,0,0,0,0,0,0
"nWB650","nWB650",60,50,8.4,0.1,"イスノキ",24.8,24.8,25,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB651","nWB651",60,50,9.7,2.6,"イスノキ",47.1,49,50.6,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC405","nWB652",60,50,8,4.5,"ヤブツバキ",53.2,55.5,58.4,"","","","20071123","20121112","20171010","","nWB652","nWC405",0,0,0,0,0,0,0,0,0
"nWC406","nWB653",60,50,8.6,5.9,"イスノキ",23.5,23.7,24.3,"","","","20071123","20121112","20171010","","nWB653","nWC406",0,0,0,0,0,0,0,0,0
"nWB654","nWB654",60,50,6,6.6,"ヤブツバキ",36.8,37.3,38.1,"G90測定ミス","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB655","nWB655",60,50,5.4,7.6,"イスノキ",48.5,48.9,49.9,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB656","nWB656",60,50,6.1,7,"イスノキ",25.8,25.8,25.6,"","葉少ない","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB665","nWB665",60,60,5.3,5.8,"ヒサカキ",32.9,NA,NA,"階層4修正済","立ち枯れ","","20071123","20121112",NA,"","","",0,1,2,0,0,0,0,0,0
"nWB430","nWB430",60,60,1.7,2.1,"イスノキ",15.4,15.3,NA,"やせる？　G90,92は過大","上部の一部枯れ、生存","立枯","20071123","20121112","20171010","","","",0,0,1,-1,-1,-1,0,0,0
"nWB431","nWB431",60,60,3.3,2.3,"ヤブツバキ",18.3,18.3,18.1,"","","縮む","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB432","nWB432",60,60,4,3.3,"スダジイ",259.4,259.7,262.2,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC408","nWB433",60,60,1.9,5.1,"イヌマキ",82.3,83.4,87,"","","","20071123","20121112","20171010","","nWB433","nWC408",0,0,0,0,0,0,0,0,0
"nWB434","nWB434",60,60,0,8,"イスノキ",35.8,35.4,36,"","G07は35.3cm？","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC407","nWB657",60,60,6.4,0,"イスノキ",55.5,57,58.1,"","","","20071123","20121112","20171010","","nWB657","nWC407",0,0,0,0,0,0,0,0,0
"nWB660","nWB660",60,60,7.7,2,"イスノキ",28.8,28.8,29.2,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB664","nWB664",60,60,6.4,6.1,"イスノキ",18.5,18.4,18.2,"","葉少ない、G02太い","縮む","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB666","nWB666",60,60,5.7,6.3,"イスノキ",37.5,37.9,37.4,"","","縮む","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB671","nWB671",60,60,9.8,9.3,"イスノキ",221.5,222.9,225,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB674","nWB674",60,70,5.8,2.2,"ウラジロガシ",203,NA,NA,"","根元折れ","","20071123","20121112",NA,"","","",0,1,2,0,0,0,0,0,0
"nWB675","nWB675",60,70,9.2,5.1,"サカキ",19,NA,NA,"","倒木巻き込まれ、幹折れ","","20071123","20121112",NA,"","","",0,1,2,0,0,0,0,0,0
"nWC410","nWB435",60,70,1.1,1.8,"イスノキ",25,25.2,25.4,"","","","20071123","20121112","20171010","","nWB435","nWC410",0,0,0,0,0,0,0,0,0
"nWC409","nWB436",60,70,0.2,2.8,"イスノキ",50.3,52.1,54.9,"","","","20071123","20121112","20171010","","nWB436","nWC409",0,0,0,0,0,0,0,0,0
"nWB437","nWB437",60,70,3.6,0.2,"イスノキ",19.1,19.1,19.1,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB438","nWB438",60,70,4.5,0.4,"サカキ",84,84.5,89,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB440","nWB440",60,70,1.9,5.4,"タブノキ",57,56.7,56.7,"","前回太い？","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB441","nWB441",60,70,4.1,5.9,"イスノキ",24.8,24.8,24.7,"","葉少ない","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC411","nWB678",60,70,7.8,6.8,"イスノキ",201,203,206.6,"","","","20071123","20121112","20171010","","nWB678","nWC411",0,0,0,0,0,0,0,0,0
"nWB679","nWB679",60,70,9.4,9.4,"イスノキ",35,35,35.5,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB680","nWB680",60,70,6.8,8,"イスノキ",23.3,23.4,23.5,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC430","nWC430",60,70,3.7,3,"イスノキ",16.5,16.8,17,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB451","nWB451",60,80,0.9,0.2,"シキミ",18.1,18.1,18.3,"","","シカ角あとあり","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB452","nWB452",60,80,1.1,0.9,"イスノキ",62.6,62.6,62.6,"","WB770により被圧","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC412","nWB453",60,80,0.4,0.3,"イスノキ",136.2,136.1,136.3,"","WB770により被圧","コブ上で測定","20071123","20121112","20171010","","nWB453","nWC412",0,0,0,0,0,0,0,0,0
"nWB454","nWB454",60,80,3,3,"イヌガシ",16.8,17,16.9,"","先枯れかけ","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB682","nWB682",60,80,6.8,0.7,"イスノキ",28,27.7,NA,"","葉少ない、死にそう","立枯","20071123","20121112","20171010","","","",0,0,1,0,0,0,0,0,0
"nWB683","nWB683",60,80,8.8,2.2,"サカキ",29,29,28.9,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB688","nWB688",60,80,5.5,5.5,"カゴノキ",45.5,45.5,45.3,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB693","nWB693",60,90,8.6,8.1,"イスノキ",32.2,NA,NA,"","根元折れ","","20071123","20121112",NA,"","","",0,1,2,0,0,0,0,0,0
"nWB455","nWB455",60,90,1.4,0.6,"イスノキ",43.1,43.2,43.2,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC517","nWB456",60,90,3.2,0.1,"イスノキ",161.3,162.4,164,"","","","20071123","20121112","20171010","","nWB456","nWC517",0,0,0,0,0,0,0,0,0
"nWB457","nWB457",60,90,3.2,1.4,"イスノキ",157.8,157.7,158.3,"","WB456により被圧","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB458","nWB458",60,90,0,5,"イスノキ",27,27,27.3,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB459","nWB459",60,90,3.2,7.7,"サカキ",82.3,82.3,82,"","ツル巻きで弱る、上部葉無し","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB691","nWB691",60,90,9.6,4.3,"ヤブニッケイ",19.9,19.8,19.9,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB692","nWB692",60,90,8.5,6.1,"ヤブツバキ",68.9,70.7,73,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB698","nWB698",60,90,5.4,8.9,"イスノキ",34.3,34.4,34.9,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA828","nYA828",70,0,6,6.2,"カクレミノ",86.5,NA,NA,"","立ち枯れ","","20071123","20121112",NA,"","","",0,1,2,0,0,0,0,0,0
"nWB610","nWB610",70,0,2,0.1,"イスノキ",22,22.4,NA,"","","消失不明","20071123","20121112","20171010","","","",0,0,1,0,0,0,0,0,0
"nWB611","nWB611",70,0,0.4,2.7,"ヤブツバキ",61.5,62.3,62.8,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB615","nWB615",70,0,2.2,5.1,"サカキ",69.3,69.6,70.8,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC475","nWC475",70,0,9.2,5.8,"カクレミノ",52.4,52.5,53.1,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA820","nYA820",70,0,7.4,0.5,"イスノキ",49.6,50.3,51.6,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nYA821","nYA821",70,0,6,3,"ヤブツバキ",42.8,42.9,43.8,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWC615","nYA822",70,0,8.7,3.7,"サカキ",24.5,25,26.2,"","","","20071123","20121112","20171010","","nYA822","nWC615",0,0,0,0,0,0,0,0,0
"nYA836","nYA836",70,10,6,3.8,"イヌガシ",17.6,NA,NA,"Gaｐ内，先折れ","幹折れ","","20071123","20121112",NA,"","","",0,1,2,0,0,0,0,0,0
"nWB616","nWB616",70,10,3,0.8,"カクレミノ",115.3,115.5,116,"","","","20071123","20121112","20171010","","","",0,0,0,0,0,0,0,0,0
"nWB618","nWB618",70,10,1,3,"ヤブツバキ",71.7,72,72.6,"","Gap下","","20071123","20121112","20171011","","","",0,0,0,0,0,0,0,0,0
"nWB621","nWB621",70,10,1.4,8.1,"ヤブツバキ",61.2,63.9,66.1,"Gap下","","","20071123","20121112","20171011","","","",0,0,0,0,0,0,0,0,0
"nWC476","nWC476",70,10,4.2,7.8,"ヤブツバキ",15.61,17.2,18.1,"低木データより移行, 番号付替必要","","","20071222","20121112","20171011","","","",0,0,0,-1,1,0,0,0,0
"nWC477","nWC477",70,10,4.5,9,"ヤブニッケイ",18.4,28.2,38.2,"稚№Ｇ746から転記済み","前回細い？，次回確認必要","生長良いOK、枠内X修正済","20071123","20121112","20171011","","","",0,0,0,0,0,0,0,0,0
"nYA835","nYA835",70,10,7.6,3.1,"ヤブツバキ",17.4,21.8,25.2,"稚樹データより移行，稚№4735（or1735）","","","20071123","20121112","20171011","","","",0,0,0,0,0,0,0,0,0
"nYA837","nYA837",70,10,5.9,2.4,"バリバリノキ",31,31.3,31.2,"傾く","","縮む","20071123","20121112","20171011","","","",0,0,0,0,0,0,0,0,0
"nYA839","nYA839",70,10,8.1,8.9,"サカキ",21.6,25.3,26.3,"一本のみの値","前回ミス","","20071123","20121112","20171011","","","",0,0,0,0,0,0,0,0,0
"nYA843","nYA843",70,10,8.1,6.4,"カクレミノ",49.5,51.1,52.3,"","","","20071123","20121112","20171011","","","",0,0,0,0,0,0,0,0,0
"nWB629","nWB629",70,20,1.6,7.7,"ヤブツバキ",67,NA,NA,"Gap下","幹折れ","","20071123","20121112",NA,"","","",0,1,2,0,0,0,0,0,0
"nWB801","nWB801",70,20,5.5,1,"ヒメコウゾ",18.9,NA,NA,"WB802と同株　倒木上　Gap内","立枯，備考07修正済","","20071124","20121112",NA,"","","",0,1,2,0,0,0,0,0,0
"nWB802","nWB801",70,20,5.5,1,"ヒメコウゾ",28.3,NA,NA,"WB801と同株　倒木上　Gap内,つる込み測定","立枯，備考07修正済","","20071124","20121112",NA,"","","",0,1,2,0,0,0,0,0,0
"nYB923","nYB923",70,20,5.5,1.4,"ヒメコウゾ",25.1,NA,NA,"倒れ曲がる、L1.3mで測定、低木データより移行，WB801,802と同株かも？","立枯，備考07修正済","","20071222","20121112",NA,"","","",0,1,2,0,0,0,0,0,0
"nWC616","dY_1752",70,20,2.3,8.3,"ネズミモチ",11,14.9,27,"","ツルなし","低木データより移行、ツル込み測定",NA,"20121113","20171011","","dY_1752","nWC616",0,0,0,-1,-1,1,0,0,0
"nWC619","dY_1763",70,20,8.7,2.7,"サカキ",14.3,15.4,16.7,"","稚樹データから移行","",NA,"20121114","20171011","","dY_1763","nWC619",0,0,0,-1,-1,1,0,0,0
"nW_599","nW_599",70,20,5.7,5.6,"ヒサカキ",12.91,14.7,16.1,"","","低木データより移行",NA,"20121114","20171011","","","",0,0,0,-1,-1,1,0,0,0
"nWC617","nWB810",70,20,8.8,9.5,"ヤブツバキ",50.4,52.5,55.7,"Gap内","","","20071123","20121112","20171011","","nWB810","nWC617",0,0,0,0,0,0,0,0,0
"nWC618","nWB811",70,20,6,9.2,"ヤブツバキ",61,62.3,65,"Gap内","先折れ，G90?97測定ミス","","20071123","20121112","20171011","","nWB811","nWC618",0,0,0,0,0,0,0,0,0
"nWB812","nWB812",70,20,9.8,7.5,"サカキ",42.5,42.8,43.4,"Gap内","","","20071123","20121112","20171011","","","",0,0,0,0,0,0,0,0,0
"nWC478","nWC478",70,20,9.5,0.7,"ネズミモチ",24.4,31.5,36.2,"","樹種確認済","","20071123","20121112","20171011","","","",0,0,0,0,0,0,0,0,0
"nYA844","nYA844",70,20,7.8,0.7,"カクレミノ",146.6,155.4,162.3,"ツル込み測定","","","20071123","20121112","20171011","","","",0,0,0,0,0,0,0,0,0
"nYA845","nYA845",70,20,9,1,"ヤブツバキ",33.3,36.5,38.9,"","","","20071123","20121112","20171011","","","",0,0,0,0,0,0,0,0,0
"nYA849","nYA849",70,20,9,2.4,"ヒサカキ",30.7,33.3,36.6,"ツル込み測定","","","20071123","20121112","20171011","","","",0,0,0,0,0,0,0,0,0
"nYA850","nYA850",70,20,7.5,1.9,"ヒサカキ",18,18.1,18.2,"落枝下敷き","倒れ","","20071123","20121112","20171011","","","",0,0,0,0,0,0,0,0,0
"nYB922","nYB922",70,20,6.4,6.3,"ネズミモチ",15.8,16.2,17.8,"H=539,稚樹データより移行","No97修正済（もと1760）","","20071222","20121112","20171011","","","",0,0,0,0,0,0,0,0,0
"nWB630","nWB630",70,30,1.4,1,"ネズミモチ",29,NA,NA,"","幹折れ、倒木巻き込まれ","","20071123","20121112",NA,"","","",0,1,2,0,0,0,0,0,0
"nWB635","nWB635",70,30,1.2,4.5,"サカキ",64,NA,NA,"Gap下","倒木巻き込まれ","","20071123","20121112",NA,"","","",0,1,2,0,0,0,0,0,0
"nWB636","nWB636",70,30,3.2,5.2,"ヤブツバキ",68.2,NA,NA,"Gap下","立枯","","20071123","20121112",NA,"","","",0,1,2,0,0,0,0,0,0
"nW_089","nW_089",70,30,9,4,"ネズミモチ",10.3,14,17.9,"","","低木データより移行",NA,"20121114","20171011","","","",0,0,0,-1,-1,1,0,0,0
"nWC623","nWB634",70,30,0.7,2.8,"ヤブツバキ",19,22.6,NA,"","1.3mで幹半折れ","幹折れで1.3m以下に枝ありで生存","20071123","20121112","20171011","","nWB634","nWC623",0,0,1,0,0,0,0,0,0
"nWB803","nWB803",70,30,9.8,0.7,"サカキ",51.1,53.4,55.1,"Gap内","","","20071124","20121112","20171011","","","",0,0,0,0,0,0,0,0,0
"nWB804","nWB804",70,30,9.2,3.2,"ヤブツバキ",82.4,85.4,88.6,"Gap内，傾く","","","20071124","20121112","20171011","","","",0,0,0,0,0,0,0,0,0
"nWC621","nWB805",70,30,5.8,2.5,"バリバリノキ",22.2,36.8,53.3,"稚樹データより移行，稚№Y1773","前回細い？,yBox80に修正済","G17OK、Gap内","20071124","20121112","20171011","","nWB805","nWC621",0,0,0,0,0,0,0,0,0
"nWB806","nWB806",70,30,6.2,9.7,"ヤブツバキ",55,59.7,64.8,"","","","20071124","20121112","20171011","","","",0,0,0,0,0,0,0,0,0
"nWB817","nWB817",70,30,5.8,9.3,"ヤブツバキ",28.6,34.6,41.2,"","","","20071124","20121112","20171011","","","",0,0,0,0,0,0,0,0,0
"nWC622","nWC479",70,30,5,2.8,"バリバリノキ",11,17.4,21.6,"","WB805近くの稚樹データdY1768,樹種確認必要(バリバリ?)","シカによる皮剥あり、樹種名修正済",NA,"20121112","20171011","","nWC479","nWC622",0,0,0,-1,1,0,0,0,0
"nWC480","nWC480",70,30,4,9,"イスノキ",14.2,20.3,26.9,"","ツル込み測定,稚樹データdY1782","",NA,"20121112","20171011","","","",0,0,0,-1,1,0,0,0,0
"nWC481","nWC481",70,30,1.5,9.9,"バリバリノキ",7.1,17.3,32.3,"","稚樹データdY3168","G17OK、Gap内",NA,"20121112","20171011","","","",0,0,0,-1,1,0,0,0,0
"dY_1792","dY_1792",70,40,7.3,1.5,"ホソバタブ",14.7,17,24.9,"","稚樹データから移行","シカによる皮剥あり",NA,"20121114","20171011","","","",0,0,0,-1,1,0,0,0,0
"nW_099","nW_099",70,40,7.7,6.3,"イスノキ",13.51,14.3,17.9,"","","低木データより移行",NA,"20121114","20171011","","","",0,0,0,-1,-1,1,0,0,0
"nWC631","nWB644",70,40,0.6,3.9,"ネズミモチ",19.5,25.1,32,"Gap下","","","20071123","20121112","20171011","","nWB644","nWC631",0,0,0,0,0,0,0,0,0
"nWC633","nWB645",70,40,2.8,5.4,"イスノキ",29.3,34,38.1,"","","","20071123","20121112","20171011","","nWB645","nWC633",0,0,0,0,0,0,0,0,0
"nWB647","nWB647",70,40,0.8,8.8,"ウラジロガシ",293.1,306.5,315.2,"","","","20071123","20121112","20171011","","","",0,0,0,0,0,0,0,0,0
"nWC630","nWB825",70,40,5.8,6.4,"イスノキ",26,27.4,30.2,"","","","20071124","20121112","20171011","","nWB825","nWC630",0,0,0,0,0,0,0,0,0
"nWB826","nWB826",70,40,7,8.9,"サカキ",66.3,69.6,73.9,"Gap内","","","20071124","20121112","20171011","","","",0,0,0,0,0,0,0,0,0
"nWC482","nWC482",70,40,3,6.5,"アオキ",13.2,15.7,NA,"","稚樹データW96","消失不明",NA,"20121112","20171011","","","",0,0,1,-1,1,0,0,0,0
"nWC483","nWC483",70,40,0.6,7.4,"イスノキ",58.5,67.8,80.5,"","","","20071123","20121112","20171011","","","",0,0,0,0,0,0,0,0,0
"nWC484","nWC484",70,40,2,1,"ホソバタブ",11,17.8,25,"","稚樹データ稚樹ラベル白95，樹種確認必要（バリバリ？）","シカによる皮剥あり、G17OK、Gap内",NA,"20121112","20171011","","","",0,0,0,-1,1,0,0,0,0
"nYB980","nYB980",70,40,9.99,2.1,"サカキ",15,15.6,20.2,"低木データより移行, 番号付替必要","方形区X-> 130、枠内X->0.0、Lay12-> 4であるがＢＯＸは修正しない．","","20071222","20121112","20171011","","","",0,0,0,-1,-1,1,0,0,0
"nWC634","nWB658",70,50,0.6,8.4,"イスノキ",26.7,27.2,29.3,"階層4修正済","","","20071123","20121112","20171011","","nWB658","nWC634",0,0,0,0,0,0,0,0,0
"nWB659","nWB659",70,50,1.4,8.3,"ヤブニッケイ",66.2,67.3,67.8,"","","","20071123","20121112","20171011","","","",0,0,0,0,0,0,0,0,0
"nWB828","nWB828",70,50,8,3,"ヤブツバキ",53.3,55.6,59.3,"","","","20071123","20121112","20171011","","","",0,0,0,0,0,0,0,0,0
"nWB670","nWB670",70,60,0.9,9,"クロバイ",59.5,NA,NA,"","根元折れ","","20071123","20121112",NA,"","","",0,1,2,0,0,0,0,0,0
"nWB834","nWB834",70,60,6.6,4.9,"イスノキ",19.6,NA,NA,"","立枯","","20071124","20121112",NA,"","","",0,1,2,0,0,0,0,0,0
"nWB661","nWB661",70,60,0.3,4.2,"イスノキ",28.5,28.5,28.6,"","","","20071123","20121112","20171011","","","",0,0,0,0,0,0,0,0,0
"nWB662","nWB662",70,60,0.9,5,"イスノキ",17.8,17.8,17.8,"","","枠内X修正済","20071123","20121112","20171011","","","",0,0,0,0,0,0,0,0,0
"nWC636","nWB663",70,60,0.3,5.3,"イスノキ",39.4,39.6,40.6,"","こぶ込み測定","","20071123","20121112","20171011","","nWB663","nWC636",0,0,0,0,0,0,0,0,0
"nWC635","nWB667",70,60,2.9,6.7,"イヌマキ",39.4,40,42.3,"","","","20071123","20121112","20171011","","nWB667","nWC635",0,0,0,0,0,0,0,0,0
"nWB668","nWB668",70,60,4,7.1,"イスノキ",22.3,22.6,23.3,"","","","20071123","20121112","20171011","","","",0,0,0,0,0,0,0,0,0
"nWB669","nWB669",70,60,4.4,8.4,"カクレミノ",47.5,47.5,48,"","","","20071123","20121112","20171011","","","",0,0,0,0,0,0,0,0,0
